Q_scale,R_std,CI,Coverage_percent,Sharpness_avg_volume,Mean_error,Calibration_MAE,Calibration_RMSE,Reliability_score,inside_count,total
1.311,0.1,CI68,98.25301204819277,3474.026013090362,1.759381250234145,0.42755587807776757,0.48688544889993224,57.24441219222325,88074,89640
1.321,0.1,CI68,98.27532351628737,3510.981569180028,1.7599746904935125,0.4279438988075513,0.4873354096051105,57.205610119244874,88094,89640
1.331,0.1,CI68,98.30544399821508,3548.0339154764843,1.7605668616748449,0.4283181129357916,0.4877634789365645,57.16818870642084,88121,89640
1.341,0.1,CI68,98.33444890673806,3585.18240333439,1.7611577648562333,0.42869464657309087,0.48819448970214574,57.13053534269091,88147,89640
1.351,0.1,CI68,98.36010709504686,3622.426392740256,1.7617474012353975,0.42905759451447156,0.48861371746581084,57.09424054855285,88170,89640
1.361,0.1,CI68,98.39022757697457,3659.765252152291,1.7623357721229385,0.42943048320896343,0.48904397539803435,57.05695167910365,88197,89640
1.371,0.1,CI68,98.41142347166443,3697.198358344181,1.7629228789357776,0.4297900071131611,0.4894581371867281,57.020999288683896,88216,89640
1.381,0.1,CI68,98.43373493975903,3734.7250962527382,1.7635087231908724,0.4301514087151686,0.48987590621136334,56.984859128483144,88236,89640
1.391,0.1,CI68,98.45158411423472,3772.3448588292244,1.7640933064992774,0.4305051890731241,0.4902873754979723,56.94948109268759,88252,89640
1.401,0.1,CI68,98.47166443551986,3810.0570468943097,1.7646766305606192,0.43084582554641004,0.4906823862494164,56.915417445359,88270,89640
1.411,0.1,CI68,98.49062918340027,3847.8610689964894,1.7652586971580262,0.4311874560950071,0.49107572128873433,56.88125439049929,88287,89640
1.421,0.1,CI68,98.51182507809014,3885.756341273893,1.7658395081535248,0.43153560335953267,0.49148100554346114,56.846439664046734,88306,89640
1.431,0.1,CI68,98.53748326639892,3923.7422873194014,1.7664190654839025,0.431874472587821,0.491876539495903,56.8125527412179,88329,89640
1.441,0.1,CI68,98.56091030789827,3961.818338048865,1.7669973711570175,0.43220472649674596,0.49226363087035424,56.77952735032541,88350,89640
1.451,0.1,CI68,98.57652833556449,3999.983931572491,1.7675744272485252,0.432534980405671,0.49264901022421814,56.74650195943289,88364,89640
1.461,0.1,CI68,98.59103078982598,4038.2385130691673,1.7681502358989911,0.43285960122116623,0.4930260595493928,56.71403987788337,88377,89640
1.471,0.1,CI68,98.61557340473003,4076.5815346637137,1.768724799311347,0.4331869833569702,0.49340664931588346,56.681301664302985,88399,89640
1.481,0.1,CI68,98.62784471218207,4115.012455306922,1.7692981197486584,0.43349591987311176,0.4937689028749262,56.65040801268882,88410,89640
1.491,0.1,CI68,98.65238732708612,4153.530740658363,1.7698701995321382,0.43381037902987085,0.49413450288133626,56.61896209701291,88432,89640
1.501,0.1,CI68,98.67135207496653,4192.135862971847,1.7704410410393587,0.43412516954506686,0.4945055975707644,56.587483045493315,88449,89640
1.511,0.1,CI68,98.69031682284695,4230.827300983421,1.7710106467025701,0.4344324492690234,0.4948684990101327,56.556755073097655,88466,89640
1.521,0.1,CI68,98.70370370370371,4269.604539801923,1.7715790190070395,0.43473531088048556,0.4952217656316608,56.52646891195145,88478,89640
1.531,0.1,CI68,98.72713074520303,4308.467070801933,1.7721461604892974,0.4350373993222616,0.4955768081625592,56.49626006777384,88499,89640
1.541,0.1,CI68,98.74497991967871,4347.4143915191235,1.772712073735183,0.4353220362196863,0.49591092431687067,56.467796378031366,88515,89640
1.551,0.1,CI68,98.76171352074967,4386.446005547859,1.773276761377568,0.4356205901714669,0.4962603297652976,56.437940982853306,88530,89640
1.561,0.1,CI68,98.7817938420348,4425.561422441083,1.7738402260936637,0.43591638280293893,0.4966111587394576,56.408361719706114,88548,89640
1.571,0.1,CI68,98.79629629629629,4464.760157612332,1.7744024706018255,0.43620654234098116,0.4969538959059022,56.37934576590189,88561,89640
1.581,0.1,CI68,98.80968317715305,4504.041732239898,1.7749634976578186,0.4364900747102824,0.49728802977784253,56.35099252897176,88573,89640
1.591,0.1,CI68,98.82530120481928,4543.405673173031,1.7755233100505272,0.43677835655051445,0.4976305715546586,56.322164344948554,88587,89640
1.601,0.1,CI68,98.83980365908077,4582.851512840118,1.776081910597167,0.4370592380523193,0.4979633671791054,56.294076194768074,88600,89640
1.611,0.1,CI68,98.85319053993753,4622.378789158855,1.7766393021380797,0.4373320564988227,0.4982861175392017,56.266794350117735,88612,89640
1.621,0.1,CI68,98.85988398036591,4661.987045448273,1.7771954875312637,0.4376056481150123,0.4986147082673309,56.23943518849877,88618,89640
1.631,0.1,CI68,98.87103971441321,4701.675830342612,1.7777504696468132,0.4378759261468316,0.4989351518250707,56.212407385316844,88628,89640
1.641,0.1,CI68,98.88442659526997,4741.444697706997,1.7783042513614937,0.4381473087067742,0.499256621039618,56.18526912932258,88640,89640
1.651,0.1,CI68,98.90116019634092,4781.293206554875,1.7788568355536745,0.43841162228672675,0.49957051395780044,56.15883777132733,88655,89640
1.661,0.1,CI68,98.91677822400715,4821.2209209671,1.7794082250988332,0.4386640069629454,0.4998730154823515,56.13359930370546,88669,89640
1.671,0.1,CI68,98.92793395805444,4861.227410012733,1.779958422865837,0.43892500695852715,0.5001819299048607,56.10749930414729,88679,89640
1.681,0.1,CI68,98.94355198572066,4901.312247671433,1.7805074317141247,0.439187884651919,0.5004959913997352,56.0812115348081,88693,89640
1.691,0.1,CI68,98.96028558679161,4941.47501275741,1.78105525449188,0.4394519773262467,0.5008108873611619,56.05480226737534,88708,89640
1.701,0.1,CI68,98.97255689424365,4981.715288844898,1.7816018940351885,0.4397010484180949,0.5011070023886738,56.02989515819051,88719,89640
1.711,0.1,CI68,98.98036590807675,5022.032664195158,1.7821473531681318,0.43993940558714517,0.5013954037713763,56.00605944128548,88726,89640
